Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Woodland Hunter Tuke (Level 90+),90,314,19,0,0,11,108,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Sweetish Chef Hat (Level 100+),100,272,19,0,4,13,84,0,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Wild Skyfarer's Douli Hat (Level 80+),80,264,19,0,8,7,94,0,0,0,0,6,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Arachna Crown (Level 80+),80,264,19,0,8,7,94,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Battle Helm (Level 80+),80,256,19,0,0,0,56,0,3,7,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Grey Werewolf Skullcap (Level 90+),90,252,19,0,0,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Heavy Rain Cap,80,250,19,0,6,0,105,10,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Artisan's Downpour Laurel,70,235,19,0,7,6,0,0,4,0,7,0,0,0,0,0,0,0,0,0,Crafting,False,None
Senator's Monsoon Laurel,90,220,19,0,6,7,0,0,6,0,3,0,0,0,0,0,0,0,0,0,Drop,False,None
Crimson Pandamonium Warhelm (Level 70+),70,218,19,0,0,4,59,0,0,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Odin's Helm (Level 70+),70,210,19,0,0,6,53,0,0,3,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Nimbari Justicar Helm (Level 70+),70,200,19,0,4,0,85,0,0,3,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Resplendent Royal Mantle,80,190,19,0,6,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"Gold Vendor, Drop, Bazaar",False,None
Helm of the Wind Glider,96,178,19,0,19,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Arcane Smith's Cap (Level 120+),120,359,18,10,0,0,0,0,8,0,0,9,0,15,0,0,0,0,0,0,Gift Card,False,None
Krokopatra Maelstrom Fez,100,353,18,10,0,7,180,0,4,0,0,0,0,10,0,0,0,0,0,0,One Shot Housing Gauntlet,False,None
Highlands Warrior's Balmoral (Level 100+),100,310,18,9,9,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Hat (Level 100+),100,348,18,8,0,6,0,58,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Revolutionary's Kepi (Level 100+),100,435,18,7,4,0,91,58,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 110+),110,397,18,7,5,0,93,62,0,0,0,0,0,8,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 90+),90,307,18,7,0,6,0,55,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Revolutionary's Kepi (Level 90+),90,383,18,6,4,0,89,55,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 80+),80,231,18,6,4,0,85,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 110+),110,401,18,5,5,8,107,0,3,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Fraught Hardback Helmet (Level 70+),70,277,18,4,8,0,77,38,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stormy Night Mire Top Hat (Level 70+),70,277,18,4,8,0,77,38,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Hat (Level 70+),70,0,18,4,8,7,77,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Lemurian Ancient One Hat,142,750,18,0,0,12,0,0,0,0,2,0,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Unicorn Champion Helmet (Level 130+),130,717,18,0,0,13,147,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Director Hazmat Hood,138,682,18,0,5,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Setesh's Khepresh (Level 120+),120,644,18,0,6,0,128,0,0,0,3,3,0,15,0,0,0,0,0,0,Crowns,False,Setesh's Warrior Set
Raider Scrap Helm (Level 120+),120,568,18,0,0,0,138,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Karamelle Knight Helm (Level 120+),120,566,18,0,5,0,127,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Chief's Hazmat Hood,135,554,18,0,0,9,108,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Commemoration Hat (Level 120+),120,548,18,0,0,12,136,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Feather Cap (Level 110+),110,531,18,0,9,0,120,0,0,9,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of the Night (Level 100+),100,520,18,0,0,0,59,0,0,5,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Royal Fusilier's Shako (Level 130+),130,500,18,0,4,9,65,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Aquilan Velite Kalkris (Level 110+),110,499,18,0,0,0,132,0,0,5,4,0,0,12,0,0,0,0,0,0,Crowns,False,None
Queen's Color Guard Shako (Level 130+),130,480,18,0,0,8,55,0,0,0,11,11,0,0,0,0,0,0,0,0,Crowns,False,None
Abyssal Warrior's Mask (Level 120+),120,475,18,0,8,7,127,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Snowdrifter's Mantle (Level 120+),120,475,18,0,0,12,0,0,0,5,5,0,0,13,0,0,0,0,0,0,Crowns,False,None
Apophis' Khepresh (Level 110+),110,460,18,0,7,0,136,0,0,0,3,0,0,14,0,0,0,0,0,0,Crowns,False,Apophis' Warrior Set
Celestian Photon Mask (Level 110+),110,453,18,0,0,10,136,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Unicorn Paladin Helmet (Level 110+),110,440,18,0,0,10,121,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Shard Warrior's Helm (Level 110+),110,435,18,0,0,8,110,0,0,0,0,15,0,13,0,0,0,0,0,0,Gift Card,False,None
Wysteria Warrior's Warhelm (Level 110+),110,430,18,0,0,9,125,0,5,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Helm (Level 120+),120,419,18,0,0,14,97,0,3,0,3,0,0,15,0,0,0,0,0,0,Gift Card,False,None
All Souls Headwrap (Level 110+),110,412,18,0,7,0,111,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Stormrider's Skullcap (Level 100+),100,404,18,0,8,0,131,0,0,4,0,0,0,11,0,0,0,0,0,0,Crowns,False,Thunder Road Set
Shadoe's Hat of Justice (Level 100+),100,391,18,0,0,0,77,0,2,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Snowdrifter's Hat (Level 110+),110,378,18,0,7,0,102,0,5,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Shard Warrior's Helm (Level 100+),100,370,18,0,0,7,105,0,0,0,0,15,0,11,0,0,0,0,0,0,Gift Card,False,None
Halston's Eureka Hat (Level 110+),110,365,18,0,6,11,134,0,5,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Vizier's Windswept Mantle,116,348,18,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Chieftain's Crown (Level 100+),100,345,18,0,8,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Stygian Countenance (Level 100+),100,339,18,0,0,0,148,0,2,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,Stygian Set
Gold New Year's Top Cloche (Level 100+),100,326,18,0,0,13,121,0,0,0,2,0,0,13,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Top Hat (Level 100+),100,326,18,0,0,13,121,0,0,0,2,0,0,13,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 100+),100,323,18,0,0,10,108,0,0,9,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Spooky Carnival Hat (Level 90+),90,303,18,0,7,0,98,0,0,8,0,6,0,10,0,0,0,0,0,0,Gift Card,False,None
Pet Trainer Conical (Level 100+),100,293,18,0,7,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 80+),80,285,18,0,0,10,84,0,0,7,0,5,0,0,0,0,0,0,0,0,Gift Card,False,None
Prestigious Hat (Level 90+),90,285,18,0,10,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,"Crowns, Gift Card",False,None
Arcanum Exile Cyclone Hat,105,280,18,0,0,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Blighted Captain's Tricorne (Level 90+),90,272,18,0,7,10,110,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Clangor from Olympus Brim,90,250,18,0,4,6,165,0,5,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Poseidon's Torrential Helm,90,250,18,0,5,9,145,0,3,0,7,0,0,0,0,0,0,0,0,0,Drop,False,None
Senator's Downpour Laurel,70,225,18,0,6,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,Drop,False,None
Wild Skyfarer's Douli Hat (Level 70+),70,222,18,0,8,7,77,0,0,0,0,6,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Arachna Crown (Level 70+),70,222,18,0,8,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hades' Blackrain Helm,90,210,18,0,0,7,185,0,5,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Sinister Harlequin Mask (Level 80+),80,202,18,0,0,9,91,0,3,0,5,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Storm Caller's Mantle,70,189,18,0,6,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"Gold Vendor, Bazaar",False,None
Crimson Pandamonium Warhelm (Level 60+),60,185,18,0,0,4,53,0,0,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Odin's Helm (Level 60+),60,176,18,0,0,6,48,0,0,3,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Aztecosaur War-Helm (Level 120+),120,557,17,12,0,0,0,0,4,0,6,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Conical (Level 110+),110,461,17,9,0,6,0,63,3,10,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Battle Mage's Helm of Furor,100,320,17,8,0,8,169,0,5,0,0,0,0,10,0,0,0,0,0,0,Drop,False,None
Sacred Yarn Cap (Level 100+),100,387,17,7,5,0,91,58,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 80+),80,264,17,6,0,5,0,45,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Storm Hat (Level 80+),80,264,17,6,9,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Warrior's Balmoral (Level 80+),80,264,17,6,9,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Whitehart Helm (Level 130+),130,468,17,5,7,5,101,47,3,0,0,0,0,8,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 110+),110,461,17,5,6,0,95,95,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Revolutionary's Kepi (Level 80+),80,330,17,5,4,0,75,45,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 70+),70,194,17,5,4,0,69,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Electric Fairy Kei Broadbrim (Level 60+),60,157,17,5,8,0,72,0,4,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Producer's Hazmat Hood,138,767,17,0,0,13,0,0,0,0,2,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Gorgon Slayer's Helm (Level 120+),120,674,17,0,4,10,72,0,2,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Lead's Hazmat Hood,135,639,17,0,5,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Unicorn Champion Helmet (Level 120+),120,551,17,0,0,13,129,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Dune Warrior's Turban,115,538,17,0,5,0,100,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Consultant Hazmat Hood,132,511,17,0,0,8,106,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Valiant Jouster's Helm (Level 120+),120,479,17,0,0,10,130,0,8,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dramaturgist's Hat (Level 110+),110,468,17,0,0,9,90,0,0,11,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Commemoration Hat (Level 110+),110,454,17,0,0,12,116,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Royal Fusilier's Shako (Level 120+),120,450,17,0,4,8,62,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dwarven Aerohelm (Level 110+),110,444,17,0,0,11,127,0,0,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Traveler's Goggles (Level 100+),100,436,17,0,0,13,105,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Seal Team Recon Helmet (Level 100+),100,428,17,0,6,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Shinobi Hood (Level 120+),120,418,17,0,0,9,98,0,4,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Fossil Warrior's Helm (Level 100+),100,409,17,0,0,0,140,0,0,5,0,0,0,13,0,0,0,0,0,0,Crowns,False,Fossil Warrior's Set
Monarch's Diadem (Level 100+),100,398,17,0,6,10,105,0,0,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Celestian Photon Mask (Level 100+),100,385,17,0,0,10,122,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Unicorn Paladin Helmet (Level 100+),100,374,17,0,0,10,109,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wysteria Warrior's Warhelm (Level 100+),100,366,17,0,0,8,113,0,4,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Battlemage Helm (Level 100+),100,356,17,0,4,0,71,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Creepy Clown Mask (Level 100+),100,335,17,0,5,10,88,0,3,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Wayfarer's Scirocco Fez,114,321,17,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Nomad's Sandstorm Torboosh,112,316,17,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Fancy Alpine Hat (Level 100+),100,315,17,0,8,0,108,0,4,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Halston's Eureka Hat (Level 100+),100,310,17,0,6,10,121,0,4,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Chieftain's Crown (Level 90+),90,310,17,0,7,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Ancient Druidic Cowl (Level 80+),80,304,17,0,3,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Arcanum Diviner's Spire,108,302,17,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Desert Wrangler's Hat (Level 100+),100,293,17,0,6,11,148,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Tuke (Level 80+),80,270,17,0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Battle Helm (Level 70+),70,218,17,0,0,0,47,0,3,6,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Rising Tide Topper,52,96,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sheltering Storm Cover,66,85,17,0,7,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Sacred Yarn Cap (Level 90+),90,335,16,6,4,0,88,54,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Whitehart Helm (Level 120+),120,321,16,5,7,5,95,43,2,0,0,0,0,8,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 80+),80,306,16,5,4,0,74,45,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 70+),70,222,16,5,0,5,0,38,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Storm Hat (Level 70+),70,222,16,5,9,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Warrior's Balmoral (Level 70+),70,222,16,5,9,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Divination Hood (Level 60+),60,180,16,5,0,5,0,31,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Beekeeper's Veil Hat (Level 60+),60,157,16,5,4,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Stormy Night Mire Top Hat (Level 60+),60,224,16,4,8,0,63,31,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Hat (Level 60+),60,0,16,4,8,6,63,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Electric Fairy Kei Broadbrim (Level 50+),50,0,16,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Snowcrusher's Galvanic Shroud,50,179,16,3,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"Drop, Crafting, Crowns",False,None
Snowcrusher's Galvanic Hat (Socketed),50,179,16,3,0,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,Crafting,False,None
Supervisor Hazmat Hood,135,725,16,0,0,13,0,0,0,0,2,0,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Specialist Hazmat Hood,132,597,16,0,5,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Witch Hunter's Capotain (Level 120+),110,538,16,0,9,0,125,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Raider Scrap Helm (Level 110+),110,468,16,0,0,0,125,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of the Night (Level 90+),90,468,16,0,0,0,53,0,0,5,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Unicorn Champion Helmet (Level 110+),110,455,16,0,0,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Feather Cap (Level 100+),100,451,16,0,9,0,110,0,0,9,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Capitano Hat (Level 110+),110,450,16,0,0,0,110,0,5,6,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Aquilan Velite Kalkris (Level 100+),100,424,16,0,0,0,125,0,0,4,4,0,0,11,0,0,0,0,0,0,Crowns,False,None
Valiant Jouster's Helm (Level 110+),110,412,16,0,0,10,125,0,8,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Abyssal Warrior's Mask (Level 110+),110,404,16,0,7,7,114,0,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Snowdrifter's Mantle (Level 110+),110,404,16,0,0,11,0,0,0,4,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Royal Fusilier's Shako (Level 110+),110,400,16,0,4,8,60,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Apophis' Khepresh (Level 100+),100,396,16,0,7,0,122,0,0,0,3,0,0,13,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,Apophis' Warrior Set
Dragonrider's Assailing Helm (Level 100+),100,390,16,0,3,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Helm of Minty Freshness (Level 100+),100,357,16,0,8,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of Justice (Level 90+),90,352,16,0,0,0,69,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Headwrap (Level 100+),100,350,16,0,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Dive Helmet (Level 100+),100,348,16,0,6,6,104,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Jubilation Hat (Level 100+),100,346,16,0,0,11,124,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Helm (Level 110+),110,345,16,0,0,14,87,0,3,0,0,2,0,14,0,0,0,0,0,0,Gift Card,False,None
Stormrider's Skullcap (Level 90+),90,343,16,0,8,0,118,0,0,4,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cap of Tomorrow (Level 100+),100,335,16,0,6,12,78,0,0,0,2,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Snowdrifter's Hat (Level 100+),100,321,16,0,7,0,91,0,5,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Unicorn Paladin Helmet (Level 90+),90,318,16,0,0,8,98,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shard Warrior's Helm (Level 90+),90,315,16,0,0,6,90,0,0,0,0,14,0,10,0,0,0,0,0,0,Gift Card,False,None
Wysteria Warrior's Warhelm (Level 90+),90,311,16,0,0,8,102,0,4,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Dive Helmet (Level 90+),90,307,16,0,6,5,102,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Stargazer's Cowl (Level 90+),90,300,16,0,0,13,86,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Enchanter's Lightning Hat,106,280,16,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Chieftain's Crown (Level 80+),80,275,16,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sky Sorcerer Kasa (Level 100+),100,272,16,0,5,12,92,0,0,0,3,3,0,0,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Able Ranger's Hat (Level 90+),90,270,16,0,0,6,95,0,2,0,0,0,0,7,0,0,0,0,0,0,Crowns,False,None
Halston's Eureka Hat (Level 90+),90,264,16,0,5,10,109,0,4,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Spooky Carnival Hat (Level 80+),80,258,16,0,7,0,88,0,0,8,0,5,0,0,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 70+),70,242,16,0,0,10,74,0,0,6,0,5,0,0,0,0,0,0,0,0,Gift Card,False,None
Sweetish Chef Hat (Level 90+),90,231,16,0,3,11,76,0,2,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Blighted Captain's Tricorne (Level 80+),80,228,16,0,7,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Grey Werewolf Skullcap (Level 70+),70,182,16,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Drum Jungle Tribal Helm (Level 60+),60,181,16,0,6,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wild Skyfarer's Douli Hat (Level 60+),60,180,16,0,8,6,63,0,0,0,0,6,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Arachna Crown (Level 60+),60,180,16,0,8,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Mask (Level 70+),70,162,16,0,0,8,82,0,2,0,5,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Crimson Pandamonium Warhelm (Level 50+),50,157,16,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Odin's Helm (Level 50+),50,148,16,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Nimbari Justicar Helm (Level 50+),50,145,16,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stinger Helmet (Level 130+),130,0,16,0,9,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Aztecosaur War-Helm (Level 110+),110,461,15,12,0,0,0,0,4,0,6,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Darkwraith's Compelling Cowl (Level 120+),120,0,15,12,8,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Arcane Smith's Cap (Level 110+),110,296,15,10,0,0,0,0,8,0,0,9,0,14,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Conical (Level 100+),100,400,15,9,0,0,0,58,3,9,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Conical (Level 90+),90,353,15,8,0,0,0,55,2,8,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 100+),100,400,15,5,6,0,94,94,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Whitehart Helm (Level 110+),110,268,15,5,7,5,95,41,2,0,0,0,0,7,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 60+),60,180,15,5,0,5,0,31,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 90+),90,353,15,4,5,0,66,66,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Fraught Hardback Helmet (Level 50+),50,198,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Stormy Night Mire Top Hat (Level 50+),50,198,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Divination Hood (Level 50+),50,159,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Beekeeper's Veil Hat (Level 50+),50,0,15,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Wastelander's Shocked Hat (Level 50+),50,0,15,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Snowcrusher's Galvanic Hat,50,159,15,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Headgear of Dune Storms,60,141,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Contractor Hazmat Hood,132,682,15,0,0,12,0,0,0,0,2,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Hood of the Arund Vale (Level 130+),130,626,15,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Helm (Level 110+),110,607,15,0,4,9,65,0,2,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Gorgon Hunter's Helm (Level 120+),120,578,15,0,0,10,62,0,2,9,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Hood of the Arund Vale (Level 120+),120,570,15,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
