Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Cowl of the Sentinel (Level 110+),110,380,12,0,5,10,115,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Traveler's Goggles (Level 90+),90,371,12,0,0,12,66,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Night King's Crown (Level 90+),90,350,12,0,0,9,0,0,0,25,10,11,0,0,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of the Night (Level 60+),60,341,12,0,0,0,39,0,0,4,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Karamelle Knight Helm (Level 90+),90,339,12,0,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Raider Scrap Helm (Level 90+),90,338,12,0,0,0,101,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Celebration Hat (Level 90+),90,337,12,0,0,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Feather Cap (Level 80+),80,326,12,0,8,0,90,0,0,8,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Mage's Wintry Conical,102,316,12,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Vendor,False,None
Black Star Eagle's Helm (Level 110+),110,308,12,0,3,9,55,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Lydia's Frigid Hat (Level 80+),80,298,12,0,3,10,79,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cool Rancher's Hat (Level 90+),90,293,12,0,6,11,93,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Dunerunner's Headwrap (Level 90+),90,293,12,0,6,0,78,0,0,0,2,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Abyssal Warrior's Mask (Level 90+),90,292,12,0,6,6,94,0,2,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Wildranger Cowl (Level 70+),70,280,12,0,0,6,60,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Celestian Photon Mask (Level 80+),80,278,12,0,0,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Witch Hunter's Capotain (Level 80+),80,272,12,0,7,0,85,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Able Ranger's Hat (Level 90+),90,270,12,0,0,6,66,0,2,0,0,0,0,7,0,0,0,0,0,0,Crowns,False,None
Phantom Catcher Hat (Level 90+),90,270,12,0,5,10,106,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Unicorn Paladin Helmet (Level 80+),80,270,12,0,0,8,88,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of Justice (Level 60+),60,257,12,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Helm (Level 90+),90,249,12,0,0,10,63,0,2,0,0,2,0,11,0,0,0,0,0,0,Gift Card,False,None
Cursed Captain's Tricorne (Level 80+),80,249,12,0,4,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wysteria Warrior's Helmet (Level 70+),70,246,12,0,0,5,69,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Mask (Level 80+),80,242,12,0,3,9,64,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Cap of Tomorrow (Level 80+),80,242,12,0,4,9,56,0,0,0,2,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Unicorn Champion Helmet (Level 70+),70,238,12,0,0,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dragoon's Capitano Hat (Level 70+),70,235,12,0,0,0,70,0,4,5,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Royal Fusilier's Shako (Level 70+),70,235,12,0,2,5,35,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Snowdrifter's Hat (Level 80+),80,232,12,0,6,0,70,0,4,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shard Warrior's Helm (Level 70+),70,228,12,0,0,5,70,0,0,0,0,12,0,0,0,0,0,0,0,0,Gift Card,False,None
Black Star Eagle's Helm (Level 100+),100,220,12,0,3,9,50,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Icy Arachna Crown (Level 40+),40,212,12,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Crowns,False,None
Arctic Skyfarer's Douli Hat (Level 40+),40,212,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Prestigious Hat (Level 70+),70,200,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crowns, Gift Card",False,None
Sky Sorcerer Kasa (Level 80+),80,196,12,0,5,9,76,0,0,0,2,2,0,0,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Spooky Carnival Hat (Level 60+),60,186,12,0,6,0,71,0,0,7,0,5,0,0,0,0,0,0,0,0,Gift Card,False,None
Black Werewolf Skullcap (Level 60+),60,182,12,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Helm of the Briny Deep (Level 50+),50,175,12,0,0,9,0,0,0,5,0,4,0,0,0,0,0,0,0,0,Gift Card,False,None
Mouse Skirmisher's Helmet,98,170,12,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Sweetish Chef Hat (Level 70+),70,167,12,0,3,8,60,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Nimbari Centurion Helm (Level 50+),50,167,12,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Dive Helmet (Level 50+),50,159,12,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Crimson Pandamonium Warhelm (Level 50+),50,157,12,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Mantle of the Frozen Sun (Level 90+),90,155,12,0,0,5,69,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Odin's Helm (Level 50+),50,148,12,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Mask (Level 50+),50,104,12,0,0,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Helm of the Furious Winter (Level 90+),90,75,12,0,3,10,69,0,0,0,0,8,0,0,0,0,0,0,0,0,Crowns,False,None
Arcane Angler's Souwester (Level 120+),120,0,12,0,9,0,85,0,8,0,9,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Stinger Helmet (Level 90+),90,0,12,0,8,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Winter Palace Guard Shako (Level 100+),100,540,11,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Turquoise Eagle's Mantle (Level 90+),90,250,11,11,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Darkwraith's Cowl of Penance (Level 100+),100,0,11,11,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Atlantean Great Helm (Level 100+),100,362,11,10,4,8,0,0,3,0,0,15,0,0,0,0,0,0,0,0,Gift Card,False,None
Aztecosaur War-Helm (Level 80+),80,335,11,10,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Darkwraith's Compelling Cowl (Level 80+),80,0,11,10,5,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Arcane Smith's Cap (Level 90+),90,214,11,9,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,Gift Card,False,None
Darkwraith's Atonement Cowl (Level 110+),110,0,11,9,0,4,47,0,0,0,10,0,0,0,0,0,0,0,0,0,Crowns,False,None
Bitter Chieftain's Helm,56,350,11,8,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Gladiator's Helm of Glory (Level 100+),100,340,11,8,0,8,53,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sweet Kiss of Death Mask,82,210,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar, Quest",False,None
World's Fool Mask (Level 100+),100,410,11,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Nighttide Torment Top Hat (Level 100+),100,450,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Spiral Cup Cowl (Level 110+),110,353,11,6,0,9,80,0,4,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Nighttide Torment Top Hat (Level 90+),90,410,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Magician's Beret,80,350,11,5,2,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dragontooth Helm (Level 100+),100,0,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Whitehart Boots (Level 90+),90,126,11,4,6,3,48,71,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Ice Hat (Level 40+),40,212,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Whitehart Helm (Level 80+),80,206,11,3,4,4,56,29,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Whitehart Helm (Level 70+),70,179,11,3,4,3,45,25,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 40+),40,0,11,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragonspyre Vanguard's Helm,130,793,11,0,4,12,133,0,2,0,0,0,0,14,0,0,0,0,0,0,"Drop, Crafting, Stone Key",False,None
Shroud of Icewind Glade (Level 130+),130,766,11,0,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,Crowns,False,None
Alphoi Brigadier Helm,130,752,11,0,3,12,102,0,0,0,0,0,0,14,0,0,0,0,0,0,Crafting,False,None
Divine Paradox Conical,130,752,11,0,3,12,102,0,0,0,0,0,0,14,0,0,0,0,0,0,Unavailable,False,None
Hopeful Zanadu Helm,130,744,11,0,2,11,99,0,0,0,0,0,0,13,0,0,0,0,0,0,Drop,False,None
Cabal Schism Hood,125,736,11,0,0,11,103,0,2,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Winter Solstice Cowl (Level 100+),100,537,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hades' Helmet of Shivers,90,515,11,0,2,7,141,0,4,0,0,3,0,0,0,0,0,0,0,0,Drop,False,None
Fortune Teller's Mask (Level 90+),90,507,11,0,0,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Helm (Level 90+),90,491,11,0,3,8,53,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
True Silver Helmet (Level 80+),80,375,11,0,0,6,48,0,2,0,7,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Oyoroi Helmet (Level 100+),100,375,11,0,0,9,0,0,0,30,7,7,0,0,0,0,0,0,0,0,Crowns,False,None
Evergreen Cowl (Level 110+),110,365,11,0,0,9,55,0,8,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Cowl of the Sentinel (Level 100+),100,365,11,0,5,10,110,0,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Hawkrider Cowl (Level 100+),100,335,11,0,8,0,60,60,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Glorious Chivalric Crown (Level 100+),100,310,11,0,8,0,90,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of the Night (Level 50+),50,307,11,0,0,0,35,0,0,4,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Frozen Helm of Harmony,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Frozen Tale Topper,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Ice Burnt Helmet,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Mask of Cold Chaos,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Snowstorm Cover,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Wintersoul Mantle,55,301,11,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bazaar, Crafting",False,None
Cosmographer's Cowl (Level 80+),80,298,11,0,0,12,54,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Sky Captain's Boots (Level 60+),60,288,11,0,0,4,56,0,0,4,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Aquilan Secutor Kalkris (Level 70+),70,287,11,0,0,0,69,0,0,6,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dramaturgist's Hat (Level 80+),80,287,11,0,0,7,60,0,0,9,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Road Legend Helm (Level 70+),70,273,11,0,7,0,75,0,0,6,0,0,0,0,0,0,0,0,0,0,Crowns,False,Cold Rider Set
Dwarven Aerohelm (Level 80+),80,272,11,0,0,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
White New Year's Top Cloche (Level 80+),80,270,11,0,0,12,68,0,0,0,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
White New Year's Top Hat (Level 80+),80,270,11,0,0,12,68,0,0,0,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ancient Druidic Cowl (Level 70+),70,261,11,0,3,10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shinobi Hood (Level 90+),90,257,11,0,0,7,71,0,3,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Lydia's Frigid Hat (Level 70+),70,253,11,0,3,9,71,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Monarch's Diadem (Level 70+),70,253,11,0,5,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Valiant Jouster's Helm (Level 80+),80,250,11,0,0,8,100,0,6,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragonrider's Assailing Helm (Level 70+),70,250,11,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dunerunner's Headwrap (Level 80+),80,249,11,0,5,0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Silent Knight's Headgear (Level 80+),80,246,11,0,0,0,79,0,0,0,2,1,0,0,0,0,0,0,0,0,Crowns,False,None
Stygian Countenance (Level 80+),80,245,11,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,Stygian Set
Mask of the Sun Eagle (Level 100+),100,240,11,0,3,9,50,0,3,0,0,7,0,0,0,0,0,0,0,0,Crowns,False,None
Dawn Jaguar's Helm (Level 100+),100,240,11,0,3,9,40,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Celestian Photon Mask (Level 70+),70,236,11,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Skullcap (Level 70+),70,235,11,0,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 80+),80,234,11,0,0,9,61,0,0,8,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Tuke (Level 70+),70,232,11,0,0,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Witch Hunter's Capotain (Level 70+),70,231,11,0,6,0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of Justice (Level 50+),50,231,11,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Unicorn Paladin Helmet (Level 70+),70,230,11,0,0,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dragonrider's Assailing Helm (Level 60+),60,230,11,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Merry Sleeping Cap (Level 80+),80,221,11,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Crown of the Night Jaguar (Level 100+),100,220,11,0,3,9,50,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Helm (Level 70+),70,219,11,0,3,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Royal Fusilier's Shako (Level 60+),60,215,11,0,2,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wysteria Warrior's Helmet (Level 60+),60,209,11,0,0,4,62,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Unicorn Champion Helmet (Level 60+),60,202,11,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dragoon's Capitano Hat (Level 60+),60,200,11,0,0,0,60,0,3,5,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Black Star Eagle's Helm (Level 90+),90,200,11,0,2,8,45,0,2,0,0,0,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Smoldering Vengeance Helm (Level 100+),100,195,11,0,0,5,100,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cowl of the Dark Elf (Level 80+),80,182,11,0,0,6,85,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Pet Trainer Conical (Level 70+),70,180,11,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Chieftain's Crown (Level 50+),50,178,11,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Prestigious Hat (Level 60+),60,175,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crowns, Gift Card",False,None
Ancient Purrzian Battle Helm (Level 50+),50,157,11,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Drum Jungle Tribal Helm (Level 50+),50,156,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hood of the Arund Vale (Level 40+),40,129,11,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Helm of the Furious Winter (Level 80+),80,70,11,0,3,9,56,0,0,0,0,8,0,0,0,0,0,0,0,0,Crowns,False,None
Arcane Angler's Souwester (Level 110+),110,0,11,0,9,0,80,0,8,0,9,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragonbone Mantle (Level 120+),120,0,11,0,6,7,75,0,7,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stinger Helmet (Level 80+),80,0,11,0,7,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Hood of the Cold Hearted,100,619,10,14,0,10,119,0,3,0,0,0,0,11,0,0,0,0,0,0,Drop,False,None
Proud Jaguar's Mask (Level 100+),100,275,10,14,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Winter Palace Guard Shako (Level 90+),90,500,10,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Trader's Wintery Mantle,96,520,10,10,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Helm of the Frozen Desert,100,494,10,10,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Turquoise Eagle's Mantle (Level 80+),80,225,10,10,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Darkwraith's Cowl of Penance (Level 90+),90,0,10,10,5,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Thaumaturge's Chill Beret,85,490,10,9,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Atlantean Great Helm (Level 90+),90,334,10,9,3,7,0,0,2,0,0,15,0,0,0,0,0,0,0,0,Gift Card,False,None
Crown of Winter's Reign (Level 70+),70,0,10,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Darkwraith's Atonement Cowl (Level 100+),100,0,10,9,0,4,45,0,0,0,10,0,0,0,0,0,0,0,0,0,Crowns,False,None
Transcendent Frostfall Laurel,90,470,10,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Paladin's Mantle of Valor,95,380,10,8,0,8,56,0,3,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,None
Aztecosaur War-Helm (Level 70+),70,311,10,8,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Arcane Smith's Cap (Level 80+),80,182,10,8,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,Gift Card,False,None
World's Fool Mask (Level 90+),90,360,10,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Gladiator's Helm of Glory (Level 90+),90,315,10,7,0,7,45,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Gladiator's Helm of Glory (Level 80+),80,295,10,7,0,7,37,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Spiral Cup Cowl (Level 100+),100,300,10,6,0,9,75,0,4,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Thought and Memory Helm (Level 100+),100,300,10,6,0,8,50,0,0,20,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Raven Helm of Unkindness (Level 100+),100,455,10,5,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Nighttide Torment Top Hat (Level 80+),80,360,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Whitehart Helm (Level 60+),60,143,10,3,4,3,38,20,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 40+),40,150,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 40+),40,120,10,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Fortune Teller's Veil (Level 120+),120,792,10,0,0,9,122,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dragonspyre Soldier's Helm,130,766,10,0,4,11,133,0,2,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Choice Kalamar Lid,127,620,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Burrower's Wintertide Helm,95,525,10,0,4,9,20,0,0,0,5,0,0,0,0,0,0,0,0,0,"Gold Vendor, Bazaar",False,None
Burrower Helm of Chills,90,525,10,0,4,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"Gold Vendor, Bazaar",False,None
Gorgonsbane Helm (Level 90+),90,468,10,0,3,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Winter Solstice Cowl (Level 90+),90,453,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Helm (Level 80+),80,442,10,0,3,8,48,0,1,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Hunter's Helm (Level 90+),90,421,10,0,0,8,45,0,1,7,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Fortune Teller's Mask (Level 80+),80,416,10,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cowl of the Sentinel (Level 90+),90,350,10,0,4,9,100,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Evergreen Cowl (Level 100+),100,340,10,0,0,9,53,0,8,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
True Silver Helmet (Level 70+),70,340,10,0,0,6,35,0,2,0,6,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Setesh's Khepresh (Level 80+),80,339,10,0,4,0,85,0,0,0,2,2,0,0,0,0,0,0,0,0,Crowns,False,Setesh's Warrior Set
Fossil Hunter's Helm (Level 80+),80,334,10,0,0,0,95,0,0,6,0,0,0,0,0,0,0,0,0,0,Crowns,False,Fossil Hunter's Set
Seal Team Assault Helmet (Level 80+),80,332,10,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Oyoroi Helmet (Level 90+),90,330,10,0,0,8,0,0,0,28,6,6,0,0,0,0,0,0,0,0,Crowns,False,None
Traveler's Goggles (Level 80+),80,315,10,0,0,11,59,0,3,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Glorious Chivalric Crown (Level 90+),90,310,10,0,6,0,80,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hawkrider Cowl (Level 90+),90,300,10,0,7,0,50,50,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Peppermintalist's Helm (Level 80+),80,297,10,0,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Karamelle Knight Helm (Level 80+),80,288,10,0,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Raider Scrap Helm (Level 80+),80,287,10,0,0,0,91,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Commemoration Hat (Level 80+),80,279,10,0,0,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Feather Cap (Level 70+),70,277,10,0,7,0,80,0,0,7,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of the Night (Level 40+),40,276,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wildranger Cowl (Level 60+),60,260,10,0,0,6,45,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sky Captain's Turban (Level 70+),70,251,10,0,0,10,77,0,0,7,0,0,0,0,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Cool Rancher's Hat (Level 80+),80,249,10,0,6,10,84,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Abyssal Warrior's Mask (Level 80+),80,248,10,0,6,6,84,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Snowdrifter's Mantle (Level 80+),80,248,10,0,0,10,0,0,0,4,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wildranger Cowl (Level 50+),50,240,10,0,0,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dwarven Aerohelm (Level 70+),70,231,10,0,0,10,83,0,0,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Mask of the Sun Eagle (Level 90+),90,220,10,0,3,8,45,0,2,0,0,5,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Dawn Jaguar's Helm (Level 90+),90,220,10,0,2,8,35,0,2,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shinobi Hood (Level 80+),80,218,10,0,0,6,62,0,2,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
