Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Grim Cerberus Master Wand (Level 60+),60,0,12,0,0,0,55,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dean Darkflame's Spellsword,50,0,12,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Mage's Smoldering Stave,102,0,12,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Fire Scanner (Level 100+),100,0,12,0,4,0,108,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blazing Skyfarer's Kris (Level 60+),60,0,12,0,3,0,55,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Level 60+),60,0,12,0,3,0,55,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 80+),80,0,11,0,0,0,78,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Illuminated Archival Quill (Level 40+),40,0,11,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Illuminated Archival Quill (Level 30+),30,0,11,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 90+),90,0,11,0,3,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 90+),90,0,11,0,3,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Scorched Crusher (Level 40+),40,0,11,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Scorched Crusher (Level 30+),30,0,11,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 70+),70,0,10,0,0,0,58,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 60+),60,0,10,0,0,0,55,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Fiery Night Mire Staff (Level 50+),50,0,10,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Grim Cerberus Master Wand (Level 50+),50,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 50+),50,0,10,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Highlands Fighter's Staff (Level 100+),90,0,10,0,4,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Fiery Night Mire Staff (Level 40+),40,0,9,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 40+),40,0,9,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 80+),80,0,9,0,3,0,89,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 80+),80,0,9,0,3,0,89,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 70+),70,0,9,0,3,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 70+),70,0,9,0,3,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Fiery Night Mire Staff (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Illuminated Archival Quill (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Grim Cerberus Master Wand (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Grim Cerberus Master Wand (Level 20+),20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Level 20+),20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Scorched Crusher (Level 10+),10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Smouldering Tetrus Baton,118,0,9,0,0,0,0,57,0,0,0,0,199,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Fire Scanner (Level 50+),50,0,8,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 50+),50,0,8,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Grim Cerberus Master Wand (Level 30+),30,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Grim Cerberus Master Wand (Level 40+),40,0,8,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Pyromancer's Mystic Sphere (Level 30+),30,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 60+),60,0,8,0,3,0,63,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 60+),60,0,8,0,3,0,63,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Kobra Sceptor of Fury,116,0,8,0,0,0,0,55,0,0,0,0,195,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Restrictor Wand of Embers,114,0,8,0,0,0,0,53,0,0,0,0,191,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Highlands Fighter's Staff (Level 30+),30,0,7,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 30+),30,0,7,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Level 40+),40,0,7,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Bleaks Hatchet of Pyres,104,0,7,0,0,0,0,48,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Kataba Hatchet of Cinders,108,0,7,0,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Viper Stave of Sunstroke,112,0,7,0,0,0,0,51,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Tayg Bardiche of Steam,106,0,7,0,0,0,0,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Tundra Bardiche of Ferocity,102,0,6,0,0,0,0,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Blazing Skyfarer's Kris (Any Level),1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Baton of the Radiant Queen,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Fiery Night Mire Staff (Any Level),1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Any Level),1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Krokomaic Inferno Staff,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,One Shot Housing Gauntlet,False,None
Illuminated Archival Quill (Any Level),1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Scorched Crusher (Any Level),1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Regal Token of Luminosity,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Zeus' Staff of Wildfires,30,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Adept's Charred Spear,30,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crafting,False,None
Baton of the Royal Flame,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Fingers of Fire Dramyin,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Himoolayan Ji of Sunbursts,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Daniel's Fiery Answer,75,0,2,0,0,0,40,35,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sword of Fervent Resolve,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Staff of Malistaire's Frenzy,100,0,0,0,0,0,100,95,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Brace of the Burning Gaze,100,0,0,0,0,0,85,75,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Hades' Flamemaker,90,0,0,0,0,0,86,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Mace of the Dark Flame,100,0,0,0,0,0,65,55,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Blazing Skyfarer's Kris (Level 50+),50,0,0,0,3,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Level 50+),50,0,0,0,3,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Transcendent Scalding Spear,90,0,0,0,0,0,80,0,4,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,Crafting,False,None
Smoking Ichor Spike,95,0,0,0,0,0,53,20,4,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Scorching Sands Greatsword,60,0,0,0,0,0,0,45,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Fang of the Burning Spider,92,0,0,0,0,0,51,0,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Lambent's Cane of Radiance,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Morganthe's Fiery Staff (Level 30+),30,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Fiery Staff (Level 40+),40,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Knave's Blazing Baton,70,0,0,0,0,0,70,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,One Shot Housing Gauntlet,False,None
Ares' Scalding Spear,90,0,0,0,0,0,66,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Poseidon's Backdraft Stave,90,0,0,0,0,0,55,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sword of Kings (Fire),76,0,0,0,0,0,40,32,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Anubis' Scathing Words,60,0,0,0,0,0,0,38,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Zeus' Smoke Cloud Scepter,90,0,0,0,0,0,90,0,0,0,10,5,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Artisan's Sunflare Spear,70,0,0,0,4,0,72,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crafting,False,None
Ares' Sunflare Spear,70,0,0,0,3,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Myriarch Tabarzin of Fevers,118,0,0,0,0,0,64,57,0,0,0,0,100,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Durvish Armaments of Ire,116,0,0,0,0,0,63,55,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Conscript Tabar of Embers,114,0,0,0,0,0,62,53,0,0,0,0,96,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Bonesmasher Rod of Flame,100,0,0,0,0,0,60,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,One Shot Housing Gauntlet,False,None
Smoky Purrzian Axe & Shield,112,0,0,0,0,0,60,51,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Walrusk Cutlass of Frenzy,108,0,0,0,0,0,53,51,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Kermes Fireclaw,94,0,0,0,0,0,52,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Poseidon's Waterbane,70,0,0,0,0,0,52,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Tundarian Saber of Rage,106,0,0,0,0,0,52,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Blade of CinderHart,90,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Radiant Kossack Sword,104,0,0,0,0,0,50,48,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Urville Sword of Flames,102,0,0,0,0,0,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Lost World Ember Macua,85,0,0,0,0,0,38,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Advanced Fire Wand,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Aphrodite's Flamebranch,100,0,0,0,0,0,0,95,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ares' Charred Spear,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Bonebreaker Rod of Flame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Floramancer Relic of Rashes (Level 100+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Floramancer Relic of Rashes (Level 160+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Fire Scanner (Any Level),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Fire Scanner (Level 20+),20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Fighter's Staff (Any Level),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Vengeance Staff (Level 50+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Immortals' Radiant Scepter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire's Vengeance Staff (Level 100+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Malistaire's Vengeance Staff (Level 160+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Krokopatra Inferno Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Krokotopian Firebrand Wand,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drop/Vendor,False,Krokotopian Fire Set
Rogue's Blazing Baton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Rod of the Burning Scales,60,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Takanobu's Katana of Rage,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Umbra Queen's Scorched Staff (Level 100+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Umbra Queen's Scorched Staff (Level 170+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
