Name,Level,School,Max Health,Global Damage,Fire Damage,Ice Damage,Storm Damage,Myth Damage,Life Damage,Death Damage,Balance Damage,Shadow Damage,Global Flat Damage,Fire Flat Damage,Ice Flat Damage,Storm Flat Damage,Myth Flat Damage,Life Flat Damage,Death Flat Damage,Balance Flat Damage,Shadow Flat Damage,Global Resistance,Fire Resistance,Ice Resistance,Storm Resistance,Myth Resistance,Life Resistance,Death Resistance,Balance Resistance,Shadow Resistance,Global Flat Resistance,Fire Flat Resistance,Ice Flat Resistance,Storm Flat Resistance,Myth Flat Resistance,Life Flat Resistance,Death Flat Resistance,Balance Flat Resistance,Shadow Flat Resistance,Global Accuracy,Fire Accuracy,Ice Accuracy,Storm Accuracy,Myth Accuracy,Life Accuracy,Death Accuracy,Balance Accuracy,Shadow Accuracy,Global Critical Rating,Fire Critical Rating,Ice Critical Rating,Storm Critical Rating,Myth Critical Rating,Life Critical Rating,Death Critical Rating,Balance Critical Rating,Shadow Critical Rating,Global Critical Block Rating,Fire Critical Block Rating,Ice Critical Block Rating,Storm Critical Block Rating,Myth Critical Block Rating,Life Critical Block Rating,Death Critical Block Rating,Balance Critical Block Rating,Shadow Critical Block Rating,Global Armor Piercing,Fire Armor Piercing,Ice Armor Piercing,Storm Armor Piercing,Myth Armor Piercing,Life Armor Piercing,Death Armor Piercing,Balance Armor Piercing,Shadow Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Global Pip Conversion Rating,Fire Pip Conversion Rating,Ice Pip Conversion Rating,Storm Pip Conversion Rating,Myth Pip Conversion Rating,Life Pip Conversion Rating,Death Pip Conversion Rating,Balance Pip Conversion Rating,Shadow Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Gear Set,Usable In,Unlocked,Jewels Used
Fabled Dream Reaver Amulet,170,Myth,476,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,196,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,True,(CirDmg)(TriAcc)
Fabled Dream Reaver Amulet,170,Myth,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,196,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Fabled Dream Reaver Amulet,170,Myth,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,196,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Fabled Dream Reaver Amulet,170,Myth,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,196,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Floramancer Amulet of Ages (Level 170+),170,Myth,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,122,122,122,122,220,122,122,122,122,0,0,0,0,0,0,0,0,0,1,0,1,Crowns,No Gear Set,Everything,False,(No Jewels)
Mythic Night Mire Amulet (Level 160+),160,Myth,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Housing Gauntlet, Crowns",No Gear Set,Everything,True,(SqrHlt)(SqrHlt)
Trendy Fairy Kei Charm (Level 170+),170,Myth,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,196,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,Crowns,No Gear Set,Everything,False,(No Jewels)
Dragoon's Shocking Charm,130,Storm,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Crafting, Stone Key",Dragoon's Shocking Set,Everything,True,(TerHlt)(SqrRes)
Fierce Dream Reaver Amulet,170,Storm,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Fierce Dream Reaver Amulet,170,Storm,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Fierce Dream Reaver Amulet,170,Storm,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,False,(No Jewels)
Fierce Dream Reaver Amulet,170,Storm,472,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0,1,"Drop, Crafting, Crowns",No Gear Set,Everything,True,(CirDmg)(TriAcc)
FlyGob's Medallion,100,Storm,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Drop,No Gear Set,Everything,True,(SqrRes)(SqrRes)
Fraught Archival Ampul (Level 170+),170,Storm,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,1,1,"Housing Gauntlet, Crowns",No Gear Set,Everything,False,(No Jewels)
Fraught Archival Ampul (Level 170+),170,Storm,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,196,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,1,1,"Housing Gauntlet, Crowns",No Gear Set,Everything,False,(No Jewels)
Malevolent Storm Talisman,150,Storm,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Drop,No Gear Set,Everything,True,(SqrHlt)(SqrHlt)
