Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Floramancer Relic of Decay (Level 90+),90,0,9,0,3,0,95,48,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 90+),90,0,9,0,3,0,95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Staff (Level 90+),90,0,9,0,3,0,95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Eye of the Soothsayer (Level 90+),90,0,9,0,0,5,95,95,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Relic of Decay (Level 80+),80,0,9,0,3,0,85,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 80+),80,0,9,0,3,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Staff (Level 80+),80,0,9,0,3,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dragonspyre Dragoon Sword,130,0,9,0,0,0,80,0,0,0,0,0,132,0,0,2,0,0,0,0,0,0,1,0,"Crafting, Stone Key",False,Dragonspyre Dragoon's Set
Silent Knight's Cold Steel (Level 80+),80,0,9,0,0,0,68,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Staff and Shield (Level 110+),110,0,9,0,0,0,65,65,0,0,0,0,185,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Battlemage Staff and Shield (Level 100+),100,0,9,0,0,0,60,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Wysteria Warrior's Longsword (Level 60+),60,0,9,0,0,0,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Staff and Shield (Level 90+),90,0,9,0,0,0,55,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Cursed Captain's Steel (Level 80+),80,0,9,0,0,0,55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Alphoi Brigadier Glaive,130,0,9,0,0,0,51,0,0,0,0,0,57,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Divine Paradox Defenders,130,0,9,0,0,0,51,0,0,0,0,0,57,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Headmaster's Doom Staff (Level 60+),60,0,9,0,0,0,51,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Seal Team Assault Hammer (Level 110+),110,0,9,0,0,0,50,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Stone Key, Crowns",False,None
Unicorn Champion's Rain-Bow (Level 80+),80,0,9,0,0,0,46,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Treeminder's Sickle and Shield (Level 80+),80,0,9,0,0,0,45,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Scimitar (Level 70+),70,0,9,0,0,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blighted Captain's Steel (Level 60+),60,0,9,0,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 60+),60,0,9,0,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 60+),60,0,9,0,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wotan's Gungnir (Level 60+),60,0,9,0,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Commemoration Staff (Level 70+),70,0,9,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dark Elf Sword and Shield (Level 70+),70,0,9,0,0,0,38,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Tundra Hunter Axe (Level 60+),60,0,9,0,0,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Sword (Level 90+),90,0,9,0,0,0,36,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Unicorn Knight's Rain-Bow (Level 60+),60,0,9,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Umbra Legionnaire's Spike,95,0,9,0,0,0,35,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Gold Vendor, Bazaar",False,None
Drum Jungle Spear and Shield (Level 70+),70,0,9,0,0,0,32,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Sky Sorcerer Furin Staff (Level 60+),60,0,9,0,0,0,30,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Gorgon Hunter's Xiphos (Level 90+),90,0,9,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Staff (Level 80+),80,0,9,0,0,0,26,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Wastelander's Grim Crusher (Level 40+),40,0,9,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Wayfinder (Level 80+),80,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Cranium Wand (Level 30+),30,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Skull Scepter (Level 60+),60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Black Licorice Whip (Level 90+),90,0,9,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blade of the Silent Knight (Level 60+),60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blood Moon Staff (Level 80+),80,0,9,0,0,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Nimbari Praetor Scimitar (Level 50+),50,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Stargazer's Orrery Staff (Level 70+),70,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Stygian Scythe (Level 80+),80,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Stygian Set
Wrangler's Frontier Knife (Level 80+),80,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Zamunda Spear and Shield (Level 40+),40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Aquilan Charioteer Lance (Level 110+),110,0,8,0,0,0,105,105,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Aquilan Charioteer Lance (Level 100+),100,0,8,0,0,0,100,100,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Spooky Throwing Knife (Level 130+),130,0,8,0,0,0,90,0,5,0,0,0,225,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Spooky Throwing Knife (Level 120+),120,0,8,0,0,0,85,0,5,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Spooky Throwing Knife (Level 110+),110,0,8,0,0,0,80,0,5,0,0,0,185,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Seal Team Demolitions Hammer (Level 110+),110,0,8,0,0,0,60,60,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Stone Key, Crowns",False,None
Armaments of the Briny Deep (Level 90+),90,0,8,0,0,0,55,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Armaments of the Briny Deep (Level 80+),80,0,8,0,0,0,50,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Rapier (Level 80+),80,0,8,0,0,0,46,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Rapier (Level 70+),70,0,8,0,0,0,38,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Whisk of Doom (Level 60+),60,0,8,0,0,0,20,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Deathmetal Skull (Level 90+),90,0,8,0,0,0,100,100,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Road Fury Set
Witchcrafter's Staff (Level 90+),90,0,8,0,0,0,80,50,4,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Boomerang (Level 80+),80,0,8,0,0,0,69,40,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Angler (Level 60+),60,0,8,0,0,0,67,31,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Winter Solstice Augury (Level 110+),110,0,8,0,0,0,58,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Shinobi Throwing Star (Level 80+),80,0,8,0,0,0,41,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Shinobi Throwing Star (Level 70+),70,0,8,0,0,0,35,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Arbalaster 3000 (Level 80+),80,0,8,0,0,0,31,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Deadly Night Mire Staff (Level 50+),50,0,8,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Necromancer's Mystic Sphere (Level 50+),50,0,8,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Deathmetal Skull (Level 80+),80,0,8,0,0,0,85,85,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Road Fury Set
Pawzooka (Level 130+),130,0,8,0,0,0,85,0,3,0,0,0,245,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Arcane Smoothie (Level 90+),90,0,8,0,4,0,80,80,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Pawzooka (Level 120+),120,0,8,0,0,0,80,0,3,0,0,0,225,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Witch Hunter's Arbalest (Level 60+),60,0,8,0,0,0,60,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Staff (Level 60+),60,0,8,0,0,0,48,38,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Baleful Archival Quill (Level 30+),30,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
Admiral's Boarding Hook (Level 70+),70,0,8,0,0,0,90,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Whitehart's Blade (Level 80+),80,0,8,0,2,0,51,27,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Witch Hunter's Arbalest (Level 50+),50,0,8,0,0,0,48,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Ancient Druid Sickle and Shield (Level 70+),70,0,8,0,0,0,40,40,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Spellwright's Sickle and Shield (Level 70+),70,0,8,0,0,0,40,40,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Treeminder's Sickle and Shield (Level 70+),70,0,8,0,0,0,40,40,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Mandar's Sword of Might (Level 100+),100,0,8,0,0,0,35,0,2,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Xiphos (Level 100+),100,0,8,0,0,0,30,0,2,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Snowdrifter's Staff (Level 50+),50,0,8,0,0,0,30,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgonsbane Xiphos (Level 80+),80,0,8,0,0,0,24,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Aerocannon (Level 40+),40,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Celestian Neon Axe (Level 60+),60,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Snowdrifter's Staff (Level 40+),40,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Abyssal Eel Whip (Level 60+),60,0,8,0,0,0,40,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Black New Year's Noisemaker (Level 50+),50,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Choice Kalakrys,127,0,8,0,0,0,0,0,1,0,0,0,96,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Festive Wrapping Paper (Level 50+),50,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Ranger Marksman Bow (Level 30+),30,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Poison Apple (Level 80+),80,0,8,0,0,0,88,88,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Eye of the Soothsayer (Level 80+),80,0,8,0,0,5,80,80,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dragonspyre Vanguard Sword,130,0,8,0,0,0,78,0,0,0,0,0,130,0,0,2,0,0,0,0,0,0,1,0,"Crafting, Stone Key",False,None
Great Inventor's Death Scanner (Level 70+),70,0,8,0,3,0,68,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Relic of Decay (Level 70+),70,0,8,0,3,0,68,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Staff (Level 70+),70,0,8,0,3,0,68,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Silent Knight's Cold Steel (Level 70+),70,0,8,0,0,0,64,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 60+),60,0,8,0,3,0,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Relic of Decay (Level 60+),60,0,8,0,3,0,60,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wysteria Warrior's Longsword (Level 50+),50,0,8,0,0,0,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Witch Crook of Sycorax,130,0,8,0,0,0,54,0,0,0,0,0,58,0,0,2,0,0,0,0,0,0,1,0,Stone Key,False,None
Snowdrifter's Scepter (Level 130+),130,0,8,0,0,0,52,64,0,0,0,0,155,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 70+),70,0,8,0,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Staff and Shield (Level 80+),80,0,8,0,0,0,50,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Cursed Captain's Steel (Level 70+),70,0,8,0,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Alphoi Reflector Relic (Level 70+),70,0,8,0,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Hopeful Zanadu Lance,130,0,8,0,0,0,48,0,0,0,0,0,56,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Snowdrifter's Scepter (Level 120+),120,0,8,0,0,0,48,60,0,0,0,0,150,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Headmaster's Doom Staff (Level 50+),50,0,8,0,0,0,47,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Staff and Shield (Level 70+),70,0,8,0,0,0,45,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Cabalist Schism Banner,125,0,8,0,0,0,45,0,0,0,0,0,54,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Seal Team Assault Hammer (Level 100+),100,0,8,0,0,0,45,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Unicorn Champion's Rain-Bow (Level 70+),70,0,8,0,0,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Battlemage Staff and Shield (Level 60+),60,0,8,0,0,0,40,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Ancient Purrzian Scimitar (Level 60+),60,0,8,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blighted Captain's Steel (Level 50+),50,0,8,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 50+),50,0,8,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 50+),50,0,8,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wotan's Gungnir (Level 50+),50,0,8,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Commemoration Staff (Level 60+),60,0,8,0,0,0,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dark Elf Sword and Shield (Level 60+),60,0,8,0,0,0,34,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Tundra Hunter Axe (Level 50+),50,0,8,0,0,0,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Unicorn Knight's Rain-Bow (Level 50+),50,0,8,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Sword (Level 80+),80,0,8,0,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Drum Jungle Spear and Shield (Level 60+),60,0,8,0,0,0,29,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Gorgon Hunter's Xiphos (Level 80+),80,0,8,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Staff (Level 70+),70,0,8,0,0,0,22,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Tetrus Baton of Woe,118,0,8,0,0,0,0,59,0,0,0,0,199,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Able Ranger's Wayfinder (Level 70+),70,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Cranium Wand (Level 20+),20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crowns,False,None
All Souls Skull Scepter (Level 50+),50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Autoist's Wrench (Level 60+),60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Black Licorice Whip (Level 80+),80,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blade of the Silent Knight (Level 50+),50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Blood Moon Staff (Level 70+),70,0,8,0,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Fossil Avenger's Skullcrusher (Level 60+),60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Fossil Avenger's Set
Mallet of the Midway (Level 40+),40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Nimbari Praetor Scimitar (Level 40+),40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Setesh's Javelin (Level 80+),80,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Setesh's Warrior Set
Sky Sorcerer Furin Staff (Level 50+),50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Stargazer's Orrery Staff (Level 60+),60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Stygian Scythe (Level 70+),70,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Stygian Set
Wrangler's Frontier Knife (Level 70+),70,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Zamunda Spear and Shield (Level 30+),30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dramaturgist's Wand (Level 130+),130,0,7,0,0,0,105,0,6,0,0,0,225,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Dramaturgist's Wand (Level 120+),120,0,7,0,0,0,100,0,6,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Aquilan Charioteer Lance (Level 90+),90,0,7,0,0,0,90,90,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Aquilan Charioteer Lance (Level 80+),80,0,7,0,0,0,75,75,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Dune Warrior's Chronospear,115,0,7,0,0,0,65,0,5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Whisk of Doom (Level 50+),50,0,7,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Spooky Throwing Knife (Level 100+),100,0,7,0,0,0,75,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Spooky Throwing Knife (Level 90+),90,0,7,0,0,0,70,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Spooky Throwing Knife (Level 80+),80,0,7,0,0,0,65,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Boomerang (Level 70+),70,0,7,0,0,0,53,38,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Boomerang (Level 60+),60,0,7,0,0,0,47,38,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Armaments of the Briny Deep (Level 70+),70,0,7,0,0,0,45,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Armaments of the Briny Deep (Level 60+),60,0,7,0,0,0,40,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Rapier (Level 60+),60,0,7,0,0,0,30,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Rapier (Level 50+),50,0,7,0,0,0,22,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Highlands Hero's Staff (Level 50+),50,0,7,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 50+),50,0,7,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Boomerang (Level 50+),50,0,7,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Pawzooka (Level 110+),110,0,7,0,0,0,75,0,3,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Gift Card,False,None
Deathmetal Skull (Level 70+),70,0,7,0,0,0,70,70,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,Road Fury Set
Arcane Smoothie (Level 80+),80,0,7,0,3,0,69,69,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Staff (Level 80+),80,0,7,0,0,0,69,44,3,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Shinobi Throwing Star (Level 60+),60,0,7,0,0,0,29,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Arbalaster 3000 (Level 70+),70,0,7,0,0,0,26,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Deadly Night Mire Staff (Level 40+),40,0,7,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Necromancer's Mystic Sphere (Level 40+),40,0,7,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Angler (Level 50+),50,0,7,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Shinobi Throwing Star (Level 50+),50,0,7,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Admiral's Boarding Hook (Level 60+),60,0,7,0,0,0,85,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Pawzooka (Level 100+),100,0,7,0,0,0,70,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Whitehart's Blade (Level 70+),70,0,7,0,2,0,40,26,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gift Card,False,None
Ancient Druid Sickle and Shield (Level 60+),60,0,7,0,0,0,35,35,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Spellwright's Sickle and Shield (Level 60+),60,0,7,0,0,0,35,35,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
